Filename,Compound,Date_collec,Time_collec,Res,Date_run,Batch,Catch,UW,Indiv,Rank,Group,DOB,Age,Temp,Uvol,SPG1,SPG2,meanSPG,DayRain,AveRain,z.Age,z.Uvol,z.SPG,z.Temp,z.DayRain,z.AveRain,RT,Area,Ncomp
20220711_04,M043.P12,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,4.663,60113,54
20220711_04,N042.P13,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,9.197,2690,54
20220711_04,N041.P01,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,5.753,37890,54
20220711_04,Q103.P02,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,12.343,17284,54
20220711_04,N045.P05,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,7.647,4332,54
20220711_04,M043.P09,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,4.07,81742,54
20220711_04,Q043.P12,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,11.787,15649,54
20220711_04,M056.P05,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,4.97,19712,54
20220711_04,N101.P02,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,7.295,15499,54
20220711_04,M045.P11,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,4.971,7141,54
20220711_04,Q095.P01,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,11.293,1435,54
20220711_04,M079.P03.2,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,4.723,1686,54
20220711_04,N043.P17,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,9.241,40893,54
20220711_04,M045.P03,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,3.561,272063,54
20220711_04,N058.P10,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,9.28,60597,54
20220711_04,M041.P09,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,4.776,82636,54
20220711_04,M073.P01,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,4.389,6436,54
20220711_04,N067.P03,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,9.268,1010,54
20220711_04,M044.P03,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,3.421,94770,54
20220711_04,R064.P01,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,12.63,17539,54
20220711_04,N057.P07,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,7.508,23316,54
20220711_04,Q115.P02,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,11.856,1146085,54
20220711_04,Q057.P09,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,10.696,23949,54
20220711_04,N056.P03,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,8.047,5445,54
20220711_04,M030.P06.2,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,5.043,3315,54
20220711_04,M055.P02,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,3.584,9374,54
20220711_04,N105.P01,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,8.697,18146,54
20220711_04,M044.P07.2,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,4.776,36285,54
20220711_04,N055.P01,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,6.428,5993,54
20220711_04,M074.P01.3,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,4.409,10947,54
20220711_04,N068.P01,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,7.637,2354,54
20220711_04,M056.P04,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,3.623,5376,54
20220711_04,M045.P07,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,4.357,486890,54
20220711_04,Q042.P07,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,11.57,10222,54
20220711_04,N223.P02,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,7.947,5342,54
20220711_04,M069.P03,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,4.357,116205,54
20220711_04,N044.P10.2,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,7.467,15437,54
20220711_04,N131.P01,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,6.114,0,54
20220711_04,N070.P01,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,6.196,2263,54
20220711_04,M057.P08,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,4.716,110861,54
20220711_04,M044.P01.2,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,3.106,35401,54
20220711_04,Q120.P01,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,11.616,5766,54
20220711_04,M030.P05,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,4.775,3098374,54
20220711_04,Q281.P02,2022-05-12,12:50,YVA,20220711,Batch00,IC,NO,FI,Subord,RM,2014-08-25,7.7,32.3,0.2,1.015,1.015,1.0145,0,2.86,-1.282762249,-0.160735823,-0.548970627,1.20773175,-0.376318229,-0.179528764,10.627,4459,54
20220711_06,R064.P01,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,12.629,21306,68
20220711_06,M043.P07,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,4.014,151776,68
20220711_06,Q103.P02,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,12.341,20847,68
20220711_06,M074.P01.3,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,4.247,3114,68
20220711_06,M041.P08,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,3.693,105588,68
20220711_06,Q096.P01,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,11.334,2627,68
20220711_06,Q093.P01,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,10.01,1315,68
20220711_06,Q095.P01,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,11.293,4207,68
20220711_06,N044.P03,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,6.428,56022,68
20220711_06,M089.P01,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,4.289,6580,68
20220711_06,N042.P13,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,9.155,52939,68
20220711_06,N101.P02,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,7.278,21035,68
20220711_06,M043.P08,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,4.07,39529,68
20220711_06,N044.P10,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,7.159,39487,68
20220711_06,M073.P02,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,4.153,7660,68
20220711_06,Q092.P01,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,10.213,2128,68
20220711_06,Q131.P01.2,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,11.052,9336,68
20220711_06,M041.P10,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,4.724,60504,68
20220711_06,N103.P01,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,6.993,58915,68
20220711_06,Q122.P03,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,10.404,0,68
20220711_06,Q121.P02,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,11.501,1120,68
20220711_06,N071.P02,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,8.563,2371,68
20220711_06,N056.P03,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,7.947,7541,68
20220711_06,M030.P06,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,4.548,2559016,68
20220711_06,M045.P02,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,3.249,463719,68
20220711_06,N058.P10,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,9.26,97415,68
20220711_06,M043.P13.2,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,5.493,20724,68
20220711_06,Q115.P02,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,11.857,1246161,68
20220711_06,Q281.P02,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,10.627,3415,68
20220711_06,M079.P03.2,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,4.73,5034,68
20220711_06,N098.P01,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,6.637,1478,68
20220711_06,N077.P01,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,5.937,10445,68
20220711_06,Q070.P05,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,11.392,10509,68
20220711_06,N095.P03,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,9.313,1711,68
20220711_06,M045.P07,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,4.366,756354,68
20220711_06,M079.P01.5,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,3.976,8631,68
20220711_06,M030.P05,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,4.76,86142,68
20220711_06,Q117.P01,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,9.549,3479,68
20220711_06,M031.P06,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,4.129,29592,68
20220711_06,N058.P02,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,5.674,3734,68
20220711_06,M056.P02,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,3.19,9908,68
20220711_06,M043.P01,2022-05-18,15:35,MAG,20220711,Batch00,IC,NO,SB,Subord,LV,2014-12-02,7.5,28.2,0.3,1.021,1.021,1.0213,2.2,3.16,-1.325813152,0.089581912,-0.050467112,-0.078596362,-0.225321245,-0.117241977,2.607,79104,68
